CHROM GENPOS ID ALLELE0 ALLELE1 A1FREQ N TEST BETA SE CHISQ LOG10P EXTRA
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 435349 ADD-ACATO NA NA 0.288023 0.228053 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 435349 ADD-ACATV NA NA 0.454962 0.30104 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 435349 ADD-SKAT NA NA 0.195114 0.181316 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all 0.000204434 435349 ADD 1.42945 1.62081 0.777809 0.422724 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 435349 ADD-ACATO NA NA 0.853649 0.449133 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 435349 ADD-ACATV NA NA 1.03116 0.508797 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 435349 ADD-SKAT NA NA 0.7456 0.411311 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all 0.00190422 435349 ADD 0.574968 0.539394 1.13625 0.542957 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 435349 ADD-ACATO NA NA 1.92138 0.780666 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 435349 ADD-ACATV NA NA 0.842703 0.44536 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 435349 ADD-SKAT NA NA 2.24464 0.872641 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all 0.00548411 435349 ADD 0.41343 0.320635 1.66258 0.704971 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 435349 ADD-ACATO NA NA 0.0231276 0.0559491 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 435349 ADD-ACATV NA NA 0.0225622 0.0552208 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 435349 ADD-SKAT NA NA 0.0339117 0.0685956 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all 0.00421386 435349 ADD -0.0413687 0.364426 0.0128862 0.0411398 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 435349 ADD-ACATO NA NA 1.2633 0.583314 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 435349 ADD-ACATV NA NA 1.6824 0.710845 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 435349 ADD-SKAT NA NA 1.58444 0.681681 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all 0.000591479 435349 ADD 0.583466 0.951805 0.37578 0.267711 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 435349 ADD-ACATO NA NA 0.0627974 0.0957564 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 435349 ADD-ACATV NA NA 0.0885881 0.115783 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 435349 ADD-SKAT NA NA 0.0799701 0.10939 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all 0.318335 435349 ADD 0.157658 0.0502319 9.85085 2.77018 DF=1
17 9826068 GLP2R NA NA NA 435349 ADD-BURDEN-ACAT NA NA 0.228454 0.198821 DF=6
