CHROM GENPOS ID ALLELE0 ALLELE1 A1FREQ N TEST BETA SE CHISQ LOG10P EXTRA
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 464104 ADD-ACATO NA NA 1.26952 0.585267 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 464104 ADD-ACATV NA NA 1.57213 0.677992 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 464104 ADD-SKAT NA NA 1.65205 0.701847 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all 0.000204695 464104 ADD 0.491113 0.824439 0.354851 0.258549 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 464104 ADD-ACATO NA NA 0.021943 0.0544138 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 464104 ADD-ACATV NA NA 0.0365556 0.0714134 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 464104 ADD-SKAT NA NA 0.040334 0.0752924 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all 0.00187458 464104 ADD 0.0104559 0.276476 0.00143022 0.0133032 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 464104 ADD-ACATO NA NA 4.04881 1.35455 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 464104 ADD-ACATV NA NA 4.05507 1.35616 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 464104 ADD-SKAT NA NA 4.88592 1.56741 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all 0.00534686 464104 ADD 0.143935 0.165182 0.75929 0.416177 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 464104 ADD-ACATO NA NA 0.476864 0.30994 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 464104 ADD-ACATV NA NA 0.697616 0.394064 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 464104 ADD-SKAT NA NA 0.551498 0.339413 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all 0.00411115 464104 ADD -0.118797 0.187722 0.40048 0.27832 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 464104 ADD-ACATO NA NA 0.162726 0.163259 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 464104 ADD-ACATV NA NA 0.46794 0.306329 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 464104 ADD-SKAT NA NA 0.233804 0.201544 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all 0.000580689 464104 ADD -0.10729 0.48895 0.0481491 0.0828539 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 464104 ADD-ACATO NA NA 4.07198 1.36051 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 464104 ADD-ACATV NA NA 7.87052 2.29889 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 464104 ADD-SKAT NA NA 0.660515 0.380512 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all 0.319613 464104 ADD 0.145588 0.0255514 32.4655 7.91604 DF=1
17 9826068 GLP2R NA NA NA 464104 ADD-BURDEN-ACAT NA NA 2.94538 1.06488 DF=6
