CHROM GENPOS ID ALLELE0 ALLELE1 A1FREQ N TEST BETA SE CHISQ LOG10P EXTRA
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 463252 ADD-ACATO NA NA 0.636892 0.371776 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 463252 ADD-ACATV NA NA 0.968987 0.488206 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all NA 463252 ADD-SKAT NA NA 0.779345 0.423265 DF=1
17 9826068 GLP2R.WT/part_LoF.all ref WT/part_LoF.all 0.000205072 463252 ADD -0.185256 0.325393 0.324138 0.244787 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 463252 ADD-ACATO NA NA 0.200447 0.184183 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 463252 ADD-ACATV NA NA 0.0207017 0.0527651 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all NA 463252 ADD-SKAT NA NA 0.443181 0.296201 DF=1
17 9826068 GLP2R.part_LoF/WT.all ref part_LoF/WT.all 0.00187479 463252 ADD -0.0422536 0.109214 0.149682 0.155623 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 463252 ADD-ACATO NA NA 2.34139 0.899709 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 463252 ADD-ACATV NA NA 2.41657 0.920611 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all NA 463252 ADD-SKAT NA NA 2.81097 1.02862 DF=1
17 9826068 GLP2R.WT1.all ref WT1.all 0.00533727 463252 ADD 0.0684893 0.0653178 1.09947 0.531088 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 463252 ADD-ACATO NA NA 0.0369351 0.0718105 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 463252 ADD-ACATV NA NA 0.0893023 0.116301 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all NA 463252 ADD-SKAT NA NA 0.0479346 0.0826536 DF=1
17 9826068 GLP2R.WT2.all ref WT2.all 0.00411007 463252 ADD -0.0153765 0.0741692 0.0429804 0.0779173 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 463252 ADD-ACATO NA NA 0.0264464 0.0600741 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 463252 ADD-ACATV NA NA 0.153736 0.158021 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all NA 463252 ADD-SKAT NA NA 0.0299305 0.0641663 DF=1
17 9826068 GLP2R.LoF.all ref LoF.all 0.000581757 463252 ADD 0.0358647 0.192979 0.0345394 0.069273 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 463252 ADD-ACATO NA NA 0.549215 0.338529 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 463252 ADD-ACATV NA NA 1.0704 0.521642 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all NA 463252 ADD-SKAT NA NA 0.529659 0.330916 DF=1
17 9826068 GLP2R.part_LoF/part_GoF.all ref part_LoF/part_GoF.all 0.319701 463252 ADD 0.0498795 0.0100931 24.4226 6.1115 DF=1
17 9826068 GLP2R NA NA NA 463252 ADD-BURDEN-ACAT NA NA 0.228479 0.198834 DF=6
